SubcategoryId	Benaming
91	Fachspezifische Weiterbildung Palliativpflege
91	Fachtitelausbildung zum/zur Fachkrakenpflegering für Intensiv- und Notfallpflege (SIAMU)
91	Fachtitelausbildung zum/zur Fachkrankenpflegerin Für intensiv- und notfallpflege (SIAMU)
41	Facilitair management
42	familiale bemiddeling
71	Fanuc
71	FANUC - Basis
71	FANUC - Elektrisch
71	FANUC - Gevorderd
71	FANUC - Mechanisch
71	FANUC - Onderhoud - Elektrisch
71	FANUC - Robot pr Aufbau
71	FANUC : base
71	FANUC : perfectionnement
71	Fanuc advanced
71	FANUC BASIS
71	FANUC VERVOLMAKING
91	Farmaceutisch technisch assistent
91	Farmaceutische wetenschappen
91	Farmaceutische zorg
91	Farmaceutisch-technisch assistent
51	farmacologie
91	Fascial manipulation - Dr Stecco (Italia)
91	Fasciatherapie
3	Feedback  geven
3	Feedback geven 1 volledige dag
3	Feedback geven 1d
101	Femme/Valet de chambre
71	Fequentieregelaar / Servodrive
71	Fiabilité à la conception
71	fietsenmaker
71	Fietshersteller
71	Fietstechnicus
71	Fietsvakhandelaar
71	Fijnschuurder/pollierder
21	filmgeschiedenis
21	filmproductie
21	Filmstudies en de visuele cultuur
22	filosofie
22	filosofie en ethiek
21	filosofie van de kunst
21	Final cut pro
41	Financial and Actuarial Engineering
41	Financial Economics
41	Financieel Management
41	Financiële en fiscale aspecten van vastgoed
41	financiën
73	Fineer sorteren
71	Finn Power - Metes NV
102	Fire Safety Engineering (EM)
11	First Line Leader Seminars.
41	Fiscale wetenschappen
41	Fiscalist
41	Fiscaliteit
101	fitness en gewichtscontrole
101	Fitness Trainer A - Personal Trainer
101	Fitnessbegeleider
91	Flanders international College of Osteopathy (FICO VZW)
91	Flanders international college of osteopathy vzw
91	Flanders International College of Ostheopathy
71	FLEX RAY
41	Flexibilité, bien-être et nouvelles réalités économiques des travailleurs avec ou sans emploi - Niveau 2
21	Florist
22	folklorestudies
23	fonetica
71	FONTAINIER
72	Food Science, Technology and Nutrition
72	Food Technology
103	Forensic Odontology
91	forensische geneeskunde
91	forensische pathologie
51	forensische wetenschap
11	Formapef opleidingen 2011-2012
91	Format professionelle destinée aux travailleurs sociaux des services de santé metale - puzzle
11	Formateur en manutention
104	Formateur interne bull + chariot élévateur
41	Formation "Nouveaux élus"
91	Formation à la clinique psychanalytique avec les enfants
91	Formation à la clinique psychanalytique avec les enfants (FCPE)
91	Formation à la clinique psychothérapeutique psychanalitique adulte/ troisième anée
91	Formation à la Clinique Psychothérapneutique Psychanalytique Adulte / Première Année
91	Formation à la Psychotherapie de l'Enfant et de l'Adolescent (FPEA) - première année
91	Formation à la Psychotherapie Psychanalytique Adulte - Première année
102	Formation à la relaxation en groupe. Des outils pour animer des séances de relaxation
102	Formation à la sécurité
91	Formation à la thérapie brève orientéé solutions
91	Formation à la thérapie brève orientée solutions - niveau 1 et 2
91	Formation à la thérapie brève orientée solutions - niveau 2
91	Formation à la Therapie du Développement - deuxième année
91	Formation à la Therapie du Développement - première année
91	Formation à la Therapie du Développement - troisième année
92	Formation à la Therapie Familiale et à l'Intervention Systémique - deuxième année
92	Formation à la Thérapie Familiale et à L'Intervention Systémique - Deuxième Année
92	Formation à la Thérapie Familiale et à l'Intervention Systémique / Première Année
92	Formation à la Thérapie Familiale et à lIntervention Systémique / Quatrième Année
92	Formation à la Thérapie Familiale et à l'Intervention Systémique / Troisième Année
92	Formation à la Therapie Familiale et à l'intervention Systémitique - première année
92	Formation à la Therapie Familiale et à l'intervention Systémitique - troisième année
92	Formation à la thérapie famililialie et à l'inetvention systémique/ première année
92	Formation à la thérapie famililialie et à l'inetvention systémique/ troisième anée
91	Formation à l'accompagnement des étudiants en soins infirmiers et sages-femmes en stage : le tutorat - module 2
91	formation à l'approche Montessori adaptée aux personnes a^gées atteintes de troubles cognitifs
91	Formation à l'approche Montessori adaptée aux personnes âgées atteintes de troubles cognitifs
91	Formation à l'approche Montssori adaptée aux personnes âgées atteintes de troubles cognitifs
91	Formation à l'approche Montssori adaptée aux personnes âgées atteints de troubles cognitifs
92	Formation à l'approche systémique à l'intervention familiale
92	Formation à l'approche systémique et à intervention familiale
92	Formation à l'approche systémique et à la thérapie familiale
92	Formation à l'approche systémique et à la thérapie familiale (CEFORES)
92	Formation à l'approche systémique et à la thérapie familiale en quatre ans
92	Formation à l'approche systémique et à l'intervention familiale
90	Formation à l'écoute et à l'accueil
61	Formation à l'enregistrement de DM-HRM
71	Formation à l'utilisation des techniques d'accès et de postionnement au moyens de cordes- niveau 1
92	Formation aides-soignantes en gériatrie
71	Formation Alcim
23	Formation Anglais intitulés
92	Formation approfondie en lactation humaine et allaitement 
92	Formation approfondie en lactation humaine et allaitement maternel
41	formation bureautique suite office
54	Formation certifiante analyse vibratoire cat1
41	Formation certifiante de Responsable d'audit qualité ISO 9001 : 2015, enregistrée IRCA
54	Formation certifiante en analyse vibratoire CATEGORIE II se
54	Formation certifiante en analyse vibratoire CATEGORIE I-s
91	Formation certifiée sur le concept de l'attachement et son application pratique dans les professions pédagogiques et thérapeutiques de la petite enfance
53	Formation Chimie: nouveaux enjeux et défis sociaux 325/2017
53	Formation Chimie: nouveaux enjeux et défis sociaux 326/2017
91	Formation comp. De 150h dans le cadre des dispositions tranitoires permettant l'obtention du titre professionel particulier d'infirmier spécaisé en pédiatrie ent néonatologie
91	Formation complémentaire en pharmacologie pour les sages-femmes (30h) + module complémentaire en tératologie et toxicologie (8h)
31	Formation continue en santé mentale et psychiatrie
31	Formation continue en santé mentale et psychiatrie : Module de formation 1 - communication- (32)
31	Formation continue en santé mentale et psychiatrie : Module de formation 1 - communication (32h)
31	Formation continue en santé mentale et psychiatrie : Module de formation 2 - addictions (32h)
31	Formation continue en santé mentale et psychiatrie : Module de formation 2 - Addictions- (32h)
31	Formation continue en santé mentale et psychiatrie : Module de formation 2bis - addictions (32h)
31	Formation continue en santé mentale et psychiatrie : Module de formation 2bis - Addictions- (32h)
31	Formation continue en santé mentale et psychiatrie : Module de formation 2ter - addictions (32h)
31	Formation continue en santé mentale et psychiatrie : Module de formation 2ter - Addictions-(32h)
31	Formation continue en santé mentale et psychiatrie : Module de formation 3 - Geriatrie- (32h)
31	Formation continue en santé mentale et psychiatrie : Module de formation 4 - Psychopathologie (32h)
31	Formation continue en santé mentale et psychiatrie : Module de formation 5 - Psychopathologie de la psychose (32h)
31	Formation continue en santé mentale et psychiatrie : Module de formation panaché - Communication (32h) au choix
31	Formation continue en santé mentale et psychiatrie : Module de formation panaché - Communication- (32h) au choix
104	Formation continue obligatoire des chauffeurs poids lourds
11	Formation continue pour travailleurs du secteur
11	Formation continuée
52	Formation d’Eco-conseiller
31	Formation d'animateurs de projets socioculturels
71	Formation dans le cadre de la certification européenne des installateurs de petits systèmes EnR-installateurs photovoltaïques
91	Formation d'assistant dentaire
11	Formation de base
92	Formation de base à l'accueil en centres de planning familial (CPF)
31	Formation de base au clown relationnel R et formation continuée
31	Formation de base d'animateur-acteur psychosocial
102	Formation de base de conseiller en prévention
91	Formation de base du Secouriste Ambulancier
91	Formation de base en aide médicale urgente 
72	Formation de base en brasserie
72	Formation de base en industrie latière
72	Formation de base en industrie sucrière
42	Formation de base en médiation
91	Formation de base en soins palliatifs
102	Formation de base pour conseiller en prévention 
91	Formation de base pour infirmiers ou assimilés en radiothérapie
102	Formation de base pour personnel d'exécution des entrprises de gardiennage
91	Formation de base pour secouriste-ambulancier
11	Formation de base théorique et pratique armes
61	Formation de chefs de production, analystes du travail, initiation à l’informatique appliquée à la confection
61	Formation de chefs de production, analystes du travail, initiation à l’informatique appliquée à la confection, …
92	Formation de directeur d'établissement d'hébergement et d'accueil des aînés
11	Formation de formateur
91	Formation de Formateurs en simulation (ForFor2)
104	Formation de formateurs et de formatrices
42	Formation de médiateur generaliste et familial
101	Formation de niveau 1 en activités physiques adaptées
102	Formation de personnel d'exécution des entreprises de gardiennage et des services internes de gardiennage, chargé de l'exercice d'activités d'inspecteur de magasin
11	Formation de practicien formateur
92	Formation de tuteur
41	Formation d'employés administratifs assistants à la comptabilité
71	Formation des travailleurs du groupe Terre à la gestion participative en démocratie directe
41	Formation d'initiation des citoyens acteurs dans leur milieu de vie et de travail
11	Formation DS intersectorielle
102	Formation du personnel d'exécution des entreprises de gardiennage et des services internes de gardiennage, chargé de l'exercice d'activités de controle de personnes, type long
31	Formation Economique et sociale
91	Formation en Algologie Pédiatrique, Soins continus et palliatifs
23	Formation en langue des signes
22	Formation en management et gestion des ressources humaines
91	Formation en massage périnatal
91	Formation en ostéopathie
91	Formation en pédiatrie et néonatologie
91	Formation en santé communautaire - 270h
102	Formation en santé en entreprise et burnout
91	Formation en Soins Palliatifs - l'Etre au coeur des soins
91	Formation en soins palliatifs - L'être au coeur des soins
91	Formation en Soins Péri-Opératoires
102	Formation en stress au travail et burnout
71	Formation et agrément de soudeurs tous procédés
104	Formation fondamentale pour l'obtention d'un certificat OTW-RR
91	Formation Infirmier d'Accueil et d'Orientation - module 1:Accueil, évaluation et orientation des patients
91	Formation Infirmier d'Accueil et d'Orientation - module2:Processus de triage aux urgences
91	Formation Infirmiers d'Accueil et d'Orientation - Accueil, évaluation et orientations des patients
98	Formation Interdisciplinaire en geriatrie en psychogériatrie
98	Formation interdisciplinaire en gériatrie et psychogeéiatrie -150h
98	Formation interdisciplinaire en gériatrie et psychogériatrie - 150h
101	Formation moniteur sportif initiateur en activités physiques et sportives
101	Formation moniteur sportif initiateur en activités physiques et sportives adaptées
101	Formation niveau 1 ADEPS en activités physiques adaptées
31	Formation pluridisciplinaire à la prise en charge de la maltraitance infantile
92	formation pour le secteur de l'acceil et de l'hébergement pour personnes agées
92	Formation pour le secteur de l'accueil et de l'hébergement des personnes agées option :GESTION DE MAISONS DE REPOS MR-MRS
92	Formation pour le secteur et d l'hébergement pour personnes agées
92	Formation pour personne de confiance
11	Formation pour personnel dirigeant des entreprises de gardiennage et services internes de gardiennage
61	Formation pour référents en informatique
91	Formation pour sages-femmes : consultation prénatale en milieu hospitalier
11	Formation praticien formateur : accompagner l'étudiant en stage
72	Formation préliminaire générale en sucrerie
11	formation professionelle
71	Formation professionelle concernant les techniques de chauffage au fuel
72	Formation professionelle concernant l'industrie sucrière
11	Formation professionnelle
54	Formation professionnelle "préparation et correction jonctions WIS"
91	Formation professionnelle D-CLIC
72	formation professionnelle découpe
11	Formation professionnelle des nouveaux conseillers
61	formation professionnelle ERP
41	formation professionnelle gestion qualité
72	formation professionnelle homme d'entretien (Tissage)
41	formation professionnelle logistique
102	formation professionnelle patronage
72	formation professionnelle Prise de mesures et placement de textiles techniques ou décoration
101	formation professionnelle repassage
92	Formation Senior 1 de Base - La psychopathologie du sujet âgé vivant à domicile : conséquences, prévention et gestion
92	Formation Senior 1 de Base - La psychopathologie du sujet âgé vivant à domicile: conséquences, prévention et gestion
92	Formation Senior 2 - assertivité et approfondissement des connaissances du sujet âgé vivant à domicile
31	Formation sur les nouvelles réalités culturelles, sociales et économiques dans le monde du travail - Niveau 2
71	Formation technique en électricité et automatisation
71	Formation technique en énergie et fluides
71	Formation technique entretien mécanique
71	Formation technique polyvalente
71	Formation technique pour pilote de lignes automatisées
92	Formation théorique et pratique pour la pédiatrie
91	Formation théorique et pratique pour la santé communautaire
91	Formation théorique et pratique pour les soins intensifs et aide médicale urgente
54	Formation tolérancement géométrique/dimensionnel
104	Formation Transport Interne
91	Formation Tutorat en soins infirmiers
101	Formation Universitaire de formateur d'adultes FUFA
61	Formation Wizcon & ControlMaestro
32	formations permanentes pour journalistes
71	Formations PLC Siemens S, S7, Omron, Té lé mecanique, Alien Bradley…
11	Former de manière efficace et efficiente
102	FOROP 1
102	FOROP 2
72	Forwarding (32 u)
21	Fotograaf
21	fotografie
71	FOTOLASSEN EN MONTEREN ACHTERKOPPEN BULKWAGENS
11	Foundation for Leading People
11	Foundation for Leading People Advanced.
71	Fraisage CNC
71	Fraisage conventionnel
61	Framework.Net
23	Français
23	Français pour étrangers
23	Frans (Bedrijfsinterne opleiding bij CSM)
23	FRANS : TAALTRAINING
23	Frans professioneel bedrijfsgericht richtgraad 2
23	Frans richtgraad 1
23	Frans richtgraad 3
23	Frans richtgraad 4
23	Frans voor beginnelingen
23	Frans voor gevorderden
23	Frans/Français
23	Frans: professionele gids/reisleider richtgraad 3
23	Franse communicatie
23	FRANSE LES - INDIVIDUELE SESSIES
61	Freelance
61	Freelance onder windows
71	FREEZEN
41	Freight Invoice matching
